id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison,id_date
ORD-046210,C04603,P010,2025-11-09,3,716.27,livré,Agadir,Card,L015,2025-11-13,20251109
ORD-046217,C01370,P028,2025-09-16,2,8152.84,en_cours,Tanger,Transfer,L013,,20250916
ORD-046219,C02841,P051,2026-02-08,4,11974.15,retourné,Tanger,Cash,L003,,20260208
ORD-046221,C03424,P003,2025-07-26,4,2340.64,en_cours,Meknès,Cash,L000,,20250726
ORD-046222,C00557,P069,2026-01-19,3,1286.86,livré,Casablanca,Card,L005,2026-01-22,20260119
ORD-046232,C00009,P061,2025-05-30,2,12765.78,annulé,Agadir,Transfer,L007,,20250530
ORD-046239,C01334,P041,2025-10-22,4,8703.97,annulé,Marrakech,Transfer,L014,,20251022
ORD-046240,C04110,P061,2025-10-28,3,12765.78,DONE,Tanger,Card,L018,,20251028
ORD-046241,C03161,P100,2026-03-13,1,957.62,livré,Casablanca,Card,L006,2026-03-17,20260313
ORD-046242,C04410,P007,2026-02-22,5,9603.6,livré,Agadir,Cash,L012,2026-02-27,20260222
ORD-046245,C01727,P050,2025-11-29,3,4486.2,en_cours,Rabat,Transfer,L000,,20251129
ORD-046246,C00746,P006,2025-10-20,2,5559.01,en_cours,Agadir,Card,L012,,20251020
ORD-046247,C04437,P055,2026-04-09,4,1724.7,annulé,Fès,Card,L000,,20260409
ORD-046256,C04518,P035,2025-06-27,1,3344.28,annulé,Marrakech,Cash,L019,,20250627
ORD-046259,C01442,P008,2025-07-04,2,13697.91,annulé,Marrakech,Card,L005,,20250704
ORD-046264,C01056,P032,2025-10-04,3,5544.55,livré,Meknès,Card,L020,2025-10-06,20251004
ORD-046265,C04463,P054,2025-12-08,4,9755.66,retourné,Rabat,Cash,L013,,20251208
ORD-046269,C01982,P011,2025-06-21,3,14137.04,retourné,Marrakech,Cash,L014,,20250621
ORD-046272,C00898,P030,2025-08-08,4,12693.09,livré,Meknès,Transfer,L013,2025-08-13,20250808
ORD-046274,C04313,P004,2025-05-22,1,8048.06,DONE,Marrakech,Cash,L005,,20250522
ORD-046275,C01885,P002,2026-03-21,5,2990.58,en_cours,Tanger,Card,L000,,20260321
ORD-046277,C04418,P004,2026-03-22,5,8048.06,retourné,Casablanca,Cash,L016,,20260322
ORD-046278,C03615,P082,2025-09-15,2,8273.46,DONE,Meknès,Cash,L018,,20250915
ORD-046287,C02743,P053,2026-02-25,2,4181.07,en_cours,Rabat,Cash,L018,,20260225
ORD-046291,C01121,P014,2025-08-23,4,8514.68,en_cours,Tanger,Transfer,L010,,20250823
ORD-046292,C00398,P060,2026-01-13,1,14019.98,annulé,Marrakech,Cash,L007,,20260113
ORD-046295,C04662,P083,2025-10-19,4,4485.35,retourné,Agadir,Card,L011,,20251019
ORD-046296,C00313,P050,2025-07-05,3,4486.2,annulé,Rabat,Transfer,L000,,20250705
ORD-046304,C02536,P048,2026-01-13,5,13396.47,DONE,Oujda,Card,L000,,20260113
ORD-046306,C01594,P093,2026-01-01,1,4435.51,retourné,Casablanca,Card,L009,,20260101
ORD-046316,C01163,P026,2026-05-10,1,3991.56,livré,Marrakech,Card,L010,2026-05-15,20260510
ORD-046325,C02008,P052,2025-05-20,3,6434.91,KO,Casablanca,Cash,L000,,20250520
ORD-046328,C02341,P076,2025-09-23,3,8784.09,annulé,Fès,Card,L006,,20250923
ORD-046331,C03782,P085,2025-12-25,5,12173.02,livré,Meknès,Card,L003,2025-12-28,20251225
ORD-046335,C04187,P029,2026-02-28,3,11138.83,annulé,Oujda,Cash,L015,,20260228
ORD-046336,C04526,P042,2025-06-02,3,1281.09,livré,Rabat,Cash,L010,2025-06-06,20250602
ORD-046341,C02355,P046,2025-05-16,1,9193.66,annulé,Agadir,Transfer,L011,,20250516
ORD-046343,C04512,P011,2026-04-21,1,14137.04,DONE,Oujda,Transfer,L005,,20260421
ORD-046346,C02816,P071,2025-07-15,1,2615.47,annulé,Casablanca,Card,L017,,20250715
ORD-046348,C00643,P032,2025-06-25,1,5544.55,en_cours,Agadir,Card,L012,,20250625
ORD-046350,C03628,P038,2025-12-23,1,1743.53,livré,Meknès,Card,L014,2025-12-27,20251223
ORD-046352,C00474,P040,2025-07-13,4,1918.04,annulé,Rabat,Card,L001,,20250713
ORD-046353,C04138,P064,2025-07-02,4,4968.56,KO,Rabat,Cash,L020,,20250702
ORD-046354,C03000,P054,2025-05-19,5,9755.66,annulé,Marrakech,Card,L011,,20250519
ORD-046358,C02405,P084,2025-11-19,3,2837.9,retourné,Rabat,Transfer,L002,,20251119
ORD-046361,C02440,P036,2025-10-02,3,4186.26,retourné,Tanger,Cash,L007,,20251002
ORD-046362,C04315,P027,2025-06-10,4,1508.72,en_cours,Marrakech,Cash,L000,,20250610
ORD-046363,C01699,P024,2025-10-18,4,862.62,en_cours,Casablanca,Transfer,L008,,20251018
ORD-046364,C03078,P068,2025-10-14,3,1720.17,annulé,Agadir,Cash,L012,,20251014
ORD-046369,C01452,P070,2025-11-27,5,6438.16,annulé,Casablanca,Transfer,L014,,20251127
ORD-046372,C04056,P094,2025-06-17,3,12494.26,en_cours,Fès,Card,L017,,20250617
ORD-046374,C01013,P013,2025-09-07,4,5614.97,annulé,Tanger,Transfer,L008,,20250907
ORD-046377,C01447,P008,2026-02-21,3,13697.91,annulé,Meknès,Card,L013,,20260221
ORD-046378,C04942,P059,2025-12-30,4,11009.59,livré,Oujda,Card,L001,2026-01-02,20251230
ORD-046381,C00662,P072,2025-09-16,5,10547.78,annulé,Casablanca,Cash,L014,,20250916
ORD-046382,C04533,P077,2025-06-12,4,10408.17,en_cours,Marrakech,Transfer,L005,,20250612
ORD-046383,C04363,P097,2026-03-14,2,12372.1,en_cours,Tanger,Transfer,L010,,20260314
ORD-046385,C04039,P042,2026-03-25,4,1281.09,retourné,Casablanca,Card,L004,,20260325
ORD-046386,C03629,P080,2025-06-19,4,9454.03,annulé,Fès,Card,L003,,20250619
ORD-046389,C04649,P073,2026-04-12,3,3991.83,annulé,Marrakech,Card,L011,,20260412
ORD-046395,C02735,P097,2025-06-15,2,12372.1,en_cours,Oujda,Cash,L004,,20250615
ORD-046397,C03701,P026,2025-11-14,3,3991.56,en_cours,Rabat,Card,L007,,20251114
ORD-046398,C03077,P097,2026-05-08,5,12372.1,annulé,Oujda,Cash,L010,,20260508
ORD-046403,C04845,P072,2025-06-28,5,10547.78,annulé,Rabat,Cash,L016,,20250628
ORD-046404,C02515,P042,2026-04-11,3,1281.09,en_cours,Agadir,Transfer,L017,,20260411
ORD-046406,C01293,P047,2025-07-17,2,12599.54,annulé,Casablanca,Transfer,L009,,20250717
ORD-046415,C04253,P083,2026-01-08,4,4485.35,retourné,Marrakech,Transfer,L007,,20260108
ORD-046423,C03301,P040,2025-05-24,3,1918.04,annulé,Rabat,Transfer,L015,,20250524
ORD-046424,C02039,P020,2025-08-15,4,6734.72,livré,Casablanca,Transfer,L009,2025-08-17,20250815
ORD-046426,C01503,P092,2026-03-09,3,3758.97,annulé,Marrakech,Card,L002,,20260309
ORD-046431,C00178,P002,2025-08-29,5,2990.58,en_cours,Fès,Cash,L016,,20250829
ORD-046434,C04154,P039,2025-06-16,2,9966.92,retourné,Casablanca,Card,L000,,20250616
ORD-046436,C00622,P098,2026-02-26,5,14699.33,annulé,Agadir,Transfer,L002,,20260226
ORD-046438,C01414,P069,2025-07-10,4,1286.86,livré,Marrakech,Cash,L012,2025-07-13,20250710
ORD-046441,C02918,P022,2025-11-10,3,42.31,en_cours,Fès,Card,L009,,20251110
ORD-046443,C00365,P035,2026-04-21,5,3344.28,en_cours,Agadir,Cash,L018,,20260421
ORD-046444,C00064,P044,2025-12-28,5,6000.8,annulé,Marrakech,Card,L002,,20251228
ORD-046448,C04132,P002,2025-12-07,4,2990.58,livré,Agadir,Cash,L017,2025-12-09,20251207
ORD-046455,C03992,P044,2026-01-03,5,6000.8,en_cours,Oujda,Card,L001,,20260103
ORD-046462,C02466,P095,2025-10-06,4,10216.02,retourné,Casablanca,Transfer,L008,,20251006
ORD-046471,C00220,P054,2025-08-12,1,9755.66,annulé,Marrakech,Card,L013,,20250812
ORD-046472,C02225,P086,2025-10-16,5,7894.01,annulé,Marrakech,Transfer,L006,,20251016
ORD-046474,C02111,P005,2026-02-25,5,696.91,livré,Agadir,Card,L018,2026-02-27,20260225
ORD-046475,C04644,P011,2025-06-03,2,14137.04,en_cours,Rabat,Transfer,L010,,20250603
ORD-046479,C01269,P036,2025-07-09,4,4186.26,OK,Oujda,Card,L011,,20250709
ORD-046483,C02394,P016,2026-01-12,1,1823.85,annulé,Casablanca,Transfer,L009,,20260112
ORD-046485,C02579,P018,2025-09-10,5,13236.92,livré,Casablanca,Cash,L020,2025-09-14,20250910
ORD-046486,C04765,P065,2025-09-06,2,8042.6,retourné,Marrakech,Cash,L013,,20250906
ORD-046488,C02818,P047,2025-09-11,4,12599.54,retourné,Meknès,Transfer,L015,,20250911
ORD-046489,C02709,P003,2025-06-23,2,2340.64,annulé,Casablanca,Cash,L009,,20250623
ORD-046490,C04420,P041,2026-01-30,2,8703.97,livré,Meknès,Transfer,L008,2026-02-04,20260130
ORD-046493,C01610,P052,2026-03-02,3,6434.91,retourné,Tanger,Cash,L007,,20260302
ORD-046495,C00136,P024,2025-09-18,1,862.62,annulé,Fès,Card,L015,,20250918
ORD-046502,C02250,P082,2025-10-12,5,8273.46,annulé,Oujda,Card,L000,,20251012
ORD-046505,C01624,P081,2025-05-18,1,6927.1,retourné,Tanger,Cash,L006,,20250518
ORD-046506,C03501,P012,2025-12-23,2,10834.16,retourné,Tanger,Card,L020,,20251223
ORD-046507,C04451,P052,2026-03-15,2,6434.91,annulé,Fès,Cash,L009,,20260315
ORD-046511,C02749,P041,2025-05-12,1,8703.97,en_cours,Rabat,Card,L014,,20250512
ORD-046516,C01770,P001,2026-05-08,3,2101.67,livré,Agadir,Card,L006,2026-05-11,20260508
ORD-046517,C00266,P092,2026-03-21,2,3758.97,retourné,Rabat,Card,L001,,20260321
ORD-046518,C04945,P018,2026-04-22,3,13236.92,annulé,Agadir,Card,L009,,20260422
ORD-046519,C01423,P019,2026-01-18,5,12958.91,livré,Tanger,Transfer,L020,2026-01-21,20260118
ORD-046521,C04964,P084,2025-12-07,4,2837.9,retourné,Marrakech,Card,L012,,20251207
ORD-046525,C01176,P063,2025-09-16,5,268.48,annulé,Meknès,Cash,L020,,20250916
ORD-046534,C02386,P030,2026-03-27,5,12693.09,OK,Marrakech,Card,L000,,20260327
ORD-046536,C03118,P067,2026-03-29,4,13028.23,annulé,Rabat,Card,L016,,20260329
ORD-046538,C00521,P027,2025-05-16,5,1508.72,en_cours,Rabat,Transfer,L012,,20250516
ORD-046544,C03259,P019,2025-06-07,3,12958.91,retourné,Marrakech,Cash,L017,,20250607
ORD-046546,C00949,P030,2025-06-03,4,12693.09,annulé,Rabat,Transfer,L016,,20250603
ORD-046553,C02836,P003,2026-02-25,2,2340.64,retourné,Oujda,Card,L000,,20260225
ORD-046558,C00650,P019,2025-11-11,2,12958.91,annulé,Fès,Cash,L005,,20251111
ORD-046559,C00615,P010,2025-09-13,5,716.27,en_cours,Fès,Transfer,L016,,20250913
ORD-046561,C02513,P097,2025-05-23,4,12372.1,retourné,Agadir,Card,L003,,20250523
ORD-046574,C01391,P072,2025-08-26,4,10547.78,livré,Fès,Cash,L015,2025-08-31,20250826
ORD-046575,C01424,P095,2025-08-08,3,10216.02,annulé,Agadir,Cash,L020,,20250808
ORD-046577,C02738,P066,2025-11-01,1,4450.73,annulé,Oujda,Cash,L020,,20251101
ORD-046578,C04343,P094,2025-07-06,2,12494.26,annulé,Fès,Card,L013,,20250706
ORD-046580,C04294,P096,2026-02-26,2,4433.71,retourné,Marrakech,Transfer,L018,,20260226
ORD-046582,C01315,P035,2025-11-30,4,3344.28,retourné,Fès,Transfer,L007,,20251130
ORD-046584,C02893,P077,2025-11-11,1,10408.17,annulé,Oujda,Cash,L019,,20251111
ORD-046585,C00082,P058,2026-01-11,4,1043.66,livré,Rabat,Cash,L009,2026-01-16,20260111
ORD-046588,C03085,P042,2025-11-28,3,1281.09,retourné,Meknès,Transfer,L010,,20251128
ORD-046590,C00045,P058,2026-02-26,5,1043.66,en_cours,Tanger,Card,L010,,20260226
ORD-046594,C04645,P071,2026-03-13,1,2615.47,en_cours,Fès,Transfer,L020,,20260313
ORD-046598,C00078,P033,2026-01-11,5,5311.64,en_cours,Agadir,Transfer,L007,,20260111
ORD-046601,C01686,P026,2025-10-31,3,3991.56,livré,Marrakech,Card,L016,2025-11-02,20251031
ORD-046602,C02621,P045,2025-07-03,5,3745.48,en_cours,Oujda,Cash,L010,,20250703
ORD-046606,C00027,P071,2025-11-29,4,2615.47,en_cours,Casablanca,Transfer,L011,,20251129
ORD-046625,C00173,P078,2025-10-02,2,7723.8,annulé,Rabat,Cash,L000,,20251002
ORD-046628,C00654,P092,2026-02-21,4,3758.97,annulé,Marrakech,Transfer,L009,,20260221
ORD-046637,C03453,P024,2025-09-06,1,862.62,retourné,Tanger,Card,L020,,20250906
ORD-046639,C04353,P002,2025-11-08,1,2990.58,livré,Tanger,Card,L017,2025-11-13,20251108
ORD-046640,C04727,P024,2026-04-17,3,862.62,annulé,Tanger,Transfer,L015,,20260417
ORD-046642,C02388,P057,2025-12-07,5,10362.31,livré,Meknès,Transfer,L003,2025-12-08,20251207
ORD-046644,C01441,P097,2025-08-01,5,12372.1,retourné,Oujda,Cash,L006,,20250801
ORD-046653,C01338,P024,2026-03-26,5,862.62,retourné,Tanger,Transfer,L018,,20260326
ORD-046657,C01604,P061,2025-06-27,5,12765.78,annulé,Agadir,Card,L012,,20250627
ORD-046658,C02329,P018,2025-09-16,3,13236.92,livré,Agadir,Transfer,L013,2025-09-20,20250916
ORD-046659,C03064,P004,2026-01-11,3,8048.06,livré,Casablanca,Cash,L003,2026-01-12,20260111
ORD-046660,C00346,P093,2026-01-17,2,4435.51,retourné,Rabat,Card,L002,,20260117
ORD-046661,C02143,P024,2026-05-01,5,862.62,retourné,Oujda,Transfer,L008,,20260501
ORD-046662,C02600,P011,2025-11-01,1,14137.04,annulé,Marrakech,Transfer,L020,,20251101
ORD-046667,C04241,P078,2025-11-04,5,7723.8,retourné,Tanger,Cash,L020,,20251104
ORD-046671,C01800,P060,2026-04-17,5,14019.98,retourné,Casablanca,Card,L010,,20260417
ORD-046676,C02896,P086,2026-01-01,5,7894.01,en_cours,Casablanca,Transfer,L014,,20260101
ORD-046678,C00365,P002,2026-03-04,3,2990.58,annulé,Casablanca,Cash,L020,,20260304
ORD-046682,C03060,P026,2026-04-22,4,3991.56,livré,Casablanca,Cash,L008,2026-04-27,20260422
ORD-046689,C02415,P093,2025-08-03,1,4435.51,en_cours,Marrakech,Transfer,L017,,20250803
ORD-046690,C03580,P094,2025-12-06,3,12494.26,annulé,Meknès,Transfer,L016,,20251206
ORD-046696,C02379,P033,2025-07-14,1,5311.64,retourné,Marrakech,Card,L002,,20250714
ORD-046698,C04270,P067,2025-05-20,4,13028.23,livré,Meknès,Transfer,L010,2025-05-24,20250520
ORD-046705,C03628,P081,2025-11-16,5,6927.1,livré,Rabat,Cash,L007,2025-11-17,20251116
ORD-046719,C01257,P069,2026-02-23,3,1286.86,retourné,Agadir,Card,L000,,20260223
ORD-046723,C03348,P042,2025-09-13,1,1281.09,retourné,Casablanca,Card,L017,,20250913
ORD-046725,C01568,P070,2026-04-09,2,6438.16,retourné,Casablanca,Cash,L001,,20260409
ORD-046727,C02071,P052,2025-08-29,5,6434.91,en_cours,Tanger,Cash,L005,,20250829
ORD-046731,C02432,P013,2025-10-13,5,5614.97,retourné,Agadir,Cash,L008,,20251013
ORD-046733,C01601,P030,2026-03-20,2,12693.09,retourné,Agadir,Card,L007,,20260320
ORD-046735,C01742,P087,2025-08-07,2,12786.6,en_cours,Meknès,Card,L013,,20250807
ORD-046737,C03593,P029,2026-03-15,5,11138.83,en_cours,Casablanca,Transfer,L016,,20260315
ORD-046739,C04204,P030,2026-04-05,4,12693.09,en_cours,Meknès,Cash,L007,,20260405
ORD-046744,C04652,P067,2025-07-26,5,13028.23,retourné,Tanger,Card,L003,,20250726
ORD-046747,C00202,P079,2025-07-18,1,11402.26,livré,Oujda,Cash,L000,2025-07-20,20250718
ORD-046752,C02880,P007,2025-06-27,2,9603.6,retourné,Casablanca,Card,L011,,20250627
ORD-046753,C03850,P012,2026-01-05,5,10834.16,livré,Tanger,Card,L002,2026-01-06,20260105
ORD-046755,C02108,P073,2025-12-29,4,3991.83,retourné,Rabat,Cash,L004,,20251229
ORD-046759,C02340,P051,2025-06-05,5,11974.15,en_cours,Agadir,Transfer,L012,,20250605
ORD-046761,C00372,P094,2026-02-19,2,12494.26,livré,Tanger,Transfer,L008,2026-02-24,20260219
ORD-046762,C02222,P042,2025-05-29,4,1281.09,retourné,Tanger,Cash,L009,,20250529
ORD-046766,C03560,P098,2026-05-08,2,14699.33,annulé,Marrakech,Transfer,L006,,20260508
ORD-046769,C00274,P067,2026-02-05,2,13028.23,OK,Oujda,Card,L011,,20260205
ORD-046771,C03994,P096,2025-07-15,5,4433.71,retourné,Fès,Cash,L001,,20250715
ORD-046773,C03276,P090,2025-06-08,2,11889.87,en_cours,Agadir,Card,L017,,20250608
ORD-046775,C04917,P064,2025-07-10,1,4968.56,retourné,Fès,Card,L004,,20250710
ORD-046780,C02703,P003,2025-07-07,1,2340.64,livré,Rabat,Transfer,L005,2025-07-08,20250707
ORD-046781,C00444,P019,2025-12-26,2,12958.91,en_cours,Meknès,Transfer,L009,,20251226
ORD-046784,C02129,P099,2026-04-21,5,10088.39,retourné,Oujda,Cash,L010,,20260421
ORD-046788,C01606,P011,2025-09-10,5,14137.04,en_cours,Tanger,Cash,L007,,20250910
ORD-046789,C03914,P094,2025-09-14,4,12494.26,annulé,Meknès,Card,L006,,20250914
ORD-046792,C04168,P075,2025-08-18,2,3441.58,annulé,Rabat,Transfer,L006,,20250818
ORD-046797,C00111,P053,2025-11-05,3,4181.07,retourné,Rabat,Transfer,L006,,20251105
ORD-046799,C03875,P045,2025-09-02,3,3745.48,retourné,Tanger,Card,L013,,20250902
ORD-046802,C02762,P056,2025-05-29,4,12291.32,en_cours,Casablanca,Card,L007,,20250529
ORD-046803,C01655,P028,2025-11-21,4,8152.84,retourné,Agadir,Transfer,L018,,20251121
ORD-046822,C04400,P001,2026-01-28,5,2101.67,en_cours,Oujda,Transfer,L020,,20260128
ORD-046825,C02817,P071,2025-12-26,2,2615.47,en_cours,Fès,Cash,L015,,20251226
ORD-046827,C01794,P038,2025-05-18,2,1743.53,annulé,Agadir,Cash,L017,,20250518
ORD-046828,C02942,P095,2026-02-05,3,10216.02,en_cours,Oujda,Cash,L017,,20260205
ORD-046829,C02370,P052,2025-07-27,3,6434.91,livré,Tanger,Transfer,L003,2025-07-31,20250727
ORD-046832,C01307,P022,2025-07-23,1,42.31,livré,Rabat,Card,L008,2025-07-26,20250723
ORD-046833,C04924,P048,2026-02-09,5,13396.47,retourné,Tanger,Card,L007,,20260209
ORD-046836,C04345,P020,2026-04-18,3,6734.72,annulé,Tanger,Transfer,L017,,20260418
ORD-046837,C00792,P004,2025-08-21,3,8048.06,en_cours,Tanger,Transfer,L014,,20250821
ORD-046838,C00486,P060,2025-11-15,1,14019.98,livré,Rabat,Card,L005,2025-11-20,20251115
ORD-046839,C04282,P064,2026-05-10,5,4968.56,annulé,Agadir,Card,L005,,20260510
ORD-046841,C00060,P051,2026-05-08,3,11974.15,retourné,Tanger,Cash,L018,,20260508
ORD-046844,C04298,P022,2026-04-28,2,42.31,livré,Rabat,Card,L000,2026-04-29,20260428
ORD-046845,C03344,P094,2026-02-11,5,12494.26,en_cours,Agadir,Transfer,L011,,20260211
ORD-046850,C01276,P063,2025-10-26,3,268.48,en_cours,Meknès,Card,L015,,20251026
ORD-046851,C01866,P053,2025-08-10,3,4181.07,en_cours,Rabat,Cash,L008,,20250810
ORD-046854,C03682,P077,2025-10-18,2,10408.17,annulé,Fès,Cash,L010,,20251018
ORD-046860,C04175,P087,2025-12-12,5,12786.6,retourné,Fès,Transfer,L006,,20251212
ORD-046863,C00242,P065,2025-06-20,4,8042.6,retourné,Agadir,Cash,L015,,20250620
ORD-046868,C02624,P059,2026-02-11,5,11009.59,DONE,Fès,Card,L008,,20260211
ORD-046873,C04415,P065,2025-10-16,3,8042.6,retourné,Oujda,Card,L005,,20251016
ORD-046874,C03215,P046,2026-01-11,1,9193.66,retourné,Oujda,Card,L011,,20260111
ORD-046875,C03463,P071,2025-05-25,4,2615.47,retourné,Casablanca,Card,L018,,20250525
ORD-046876,C02514,P026,2025-06-07,1,3991.56,OK,Meknès,Transfer,L010,,20250607
ORD-046881,C00361,P052,2025-09-05,1,6434.91,en_cours,Oujda,Transfer,L007,,20250905
ORD-046883,C00999,P059,2025-07-16,1,11009.59,retourné,Agadir,Transfer,L019,,20250716
ORD-046884,C01023,P008,2025-08-01,5,13697.91,retourné,Agadir,Cash,L013,,20250801
ORD-046890,C03630,P039,2026-03-01,3,9966.92,en_cours,Agadir,Cash,L006,,20260301
ORD-046894,C03785,P046,2025-05-28,1,9193.66,en_cours,Marrakech,Card,L003,,20250528
ORD-046895,C01329,P084,2025-12-20,1,2837.9,retourné,Tanger,Cash,L015,,20251220
ORD-046898,C03661,P095,2025-08-30,5,10216.02,en_cours,Tanger,Card,L009,,20250830
ORD-046900,C03462,P080,2025-10-26,5,9454.03,livré,Fès,Cash,L013,2025-10-30,20251026
ORD-046904,C02424,P023,2026-01-29,3,4457.65,DONE,Oujda,Transfer,L014,,20260129
ORD-046909,C01571,P076,2026-02-19,5,8784.09,annulé,Casablanca,Cash,L012,,20260219
ORD-046910,C00837,P014,2026-03-09,5,8514.68,en_cours,Tanger,Cash,L014,,20260309
ORD-046911,C00328,P080,2026-01-23,4,9454.03,en_cours,Fès,Transfer,L007,,20260123
ORD-046913,C01003,P013,2025-06-07,4,5614.97,livré,Agadir,Transfer,L005,2025-06-11,20250607
ORD-046921,C03206,P005,2025-11-07,1,696.91,en_cours,Meknès,Cash,L008,,20251107
ORD-046928,C01198,P076,2025-11-19,1,8784.09,retourné,Meknès,Cash,L002,,20251119
ORD-046929,C01502,P014,2026-01-08,5,8514.68,annulé,Rabat,Transfer,L020,,20260108
ORD-046935,C03350,P095,2026-04-10,5,10216.02,retourné,Agadir,Transfer,L011,,20260410
ORD-046937,C02605,P041,2026-04-01,5,8703.97,KO,Oujda,Cash,L000,,20260401
ORD-046938,C00998,P064,2025-07-01,3,4968.56,livré,Fès,Transfer,L007,2025-07-03,20250701
ORD-046944,C04291,P047,2026-04-25,4,12599.54,DONE,Meknès,Transfer,L009,,20260425
ORD-046954,C04880,P032,2025-10-19,1,5544.55,en_cours,Agadir,Cash,L002,,20251019
ORD-046955,C03198,P073,2026-05-05,1,3991.83,en_cours,Fès,Transfer,L020,,20260505
ORD-046959,C02904,P062,2025-09-05,1,2873.94,livré,Oujda,Cash,L000,2025-09-10,20250905
ORD-046961,C02231,P039,2026-01-05,4,9966.92,en_cours,Fès,Card,L001,,20260105
ORD-046962,C01882,P015,2025-12-01,5,7919.83,retourné,Agadir,Cash,L017,,20251201
ORD-046964,C00612,P018,2025-12-17,2,13236.92,livré,Casablanca,Card,L019,2025-12-20,20251217
ORD-046965,C00732,P077,2025-12-30,5,10408.17,retourné,Oujda,Card,L017,,20251230
ORD-046969,C00668,P077,2025-12-22,5,10408.17,retourné,Meknès,Cash,L012,,20251222
ORD-046977,C00223,P065,2025-11-21,5,8042.6,en_cours,Fès,Card,L001,,20251121
ORD-046984,C03059,P049,2025-08-23,3,6994.21,retourné,Meknès,Card,L006,,20250823
ORD-046990,C03079,P047,2025-10-10,2,12599.54,en_cours,Casablanca,Transfer,L005,,20251010
ORD-046996,C03730,P080,2025-08-26,3,9454.03,KO,Agadir,Cash,L011,,20250826
ORD-046997,C03736,P006,2025-09-28,5,5559.01,livré,Casablanca,Cash,L018,2025-09-29,20250928
ORD-046999,C03582,P066,2025-09-07,1,4450.73,OK,Marrakech,Card,L005,,20250907
ORD-047003,C02879,P008,2025-11-20,2,13697.91,retourné,Marrakech,Card,L009,,20251120
ORD-047010,C00265,P062,2025-08-15,3,2873.94,OK,Tanger,Card,L011,,20250815
ORD-047012,C00079,P045,2026-03-23,5,3745.48,annulé,Tanger,Cash,L011,,20260323
ORD-047014,C02303,P023,2025-09-30,4,4457.65,livré,Marrakech,Transfer,L014,2025-10-01,20250930
ORD-047015,C01841,P030,2026-01-14,3,12693.09,en_cours,Fès,Transfer,L003,,20260114
ORD-047018,C00339,P085,2026-02-10,4,12173.02,retourné,Rabat,Transfer,L000,,20260210
ORD-047024,C04210,P042,2025-06-05,1,1281.09,livré,Tanger,Card,L003,2025-06-06,20250605
ORD-047027,C03682,P007,2026-03-06,4,9603.6,annulé,Rabat,Transfer,L017,,20260306
ORD-047028,C00706,P029,2025-11-21,5,11138.83,annulé,Rabat,Cash,L009,,20251121
ORD-047029,C00161,P041,2025-12-01,2,8703.97,livré,Marrakech,Card,L016,2025-12-05,20251201
ORD-047039,C02756,P065,2025-05-11,3,8042.6,retourné,Oujda,Transfer,L013,,20250511
ORD-047044,C02563,P041,2025-07-23,5,8703.97,livré,Fès,Card,L010,2025-07-26,20250723
ORD-047048,C03526,P037,2026-03-14,3,14556.31,livré,Meknès,Card,L009,2026-03-19,20260314
ORD-047053,C01412,P062,2026-05-10,4,2873.94,retourné,Meknès,Cash,L011,,20260510
ORD-047056,C04825,P043,2026-04-08,4,376.14,retourné,Fès,Transfer,L005,,20260408
ORD-047058,C04071,P036,2026-04-17,3,4186.26,livré,Agadir,Cash,L004,2026-04-19,20260417
ORD-047071,C04842,P028,2025-12-18,4,8152.84,en_cours,Rabat,Card,L009,,20251218
ORD-047074,C04273,P042,2026-02-19,1,1281.09,livré,Rabat,Transfer,L001,2026-02-24,20260219
ORD-047082,C02042,P031,2025-11-12,4,6633.11,en_cours,Oujda,Transfer,L014,,20251112
ORD-047087,C01736,P097,2026-02-21,4,12372.1,annulé,Meknès,Card,L012,,20260221
ORD-047092,C02462,P045,2026-05-02,3,3745.48,annulé,Oujda,Cash,L019,,20260502
ORD-047097,C01188,P022,2025-11-28,3,42.31,annulé,Marrakech,Card,L020,,20251128
ORD-047101,C00491,P099,2025-10-07,1,10088.39,annulé,Rabat,Transfer,L007,,20251007
ORD-047105,C03506,P027,2026-03-31,2,1508.72,annulé,Fès,Cash,L005,,20260331
ORD-047107,C02884,P019,2025-09-10,5,12958.91,DONE,Rabat,Transfer,L020,,20250910
ORD-047110,C03508,P094,2025-07-07,5,12494.26,retourné,Casablanca,Card,L020,,20250707
ORD-047119,C03389,P037,2026-01-17,4,14556.31,retourné,Marrakech,Card,L015,,20260117
ORD-047125,C04284,P090,2026-03-09,1,11889.87,livré,Oujda,Cash,L000,2026-03-10,20260309
ORD-047128,C01151,P075,2026-01-21,5,3441.58,en_cours,Casablanca,Cash,L017,,20260121
ORD-047129,C03863,P001,2026-01-09,1,2101.67,annulé,Tanger,Transfer,L010,,20260109
ORD-047131,C02732,P067,2026-04-03,5,13028.23,annulé,Casablanca,Cash,L007,,20260403
ORD-047134,C03583,P038,2025-12-31,1,1743.53,livré,Casablanca,Card,L011,2026-01-01,20251231
ORD-047141,C02762,P057,2025-09-26,1,10362.31,annulé,Marrakech,Transfer,L002,,20250926
ORD-047142,C02007,P092,2026-01-19,1,3758.97,en_cours,Oujda,Card,L005,,20260119
ORD-047144,C02786,P064,2025-07-18,3,4968.56,livré,Tanger,Transfer,L001,2025-07-19,20250718
